case number,status,suspect
ZqNFZ,pending,85380606869
ZqNFZ,pending,32795905263
HvvzY,pending,15397517177
HvvzY,pending,57714646719
HvvzY,pending,25722012864
HvvzY,pending,65537980432
HvvzY,pending,87834882249
HvvzY,pending,15822882068
icAKq,pending,62362313926
icAKq,pending,99805794951
CCfJe,pending,84719926416
CCfJe,pending,50169497930
CCfJe,pending,97840804033
CCfJe,pending,56755344493
CCfJe,pending,50359894855
CCfJe,pending,87386650109
XW1SG,closed,31648817885
XW1SG,closed,38219356395
XW1SG,closed,16247716072
XW1SG,closed,97319245050
XW1SG,closed,17904394456
XW1SG,closed,79647039070
XW1SG,closed,47802220935
XW1SG,closed,46674219356
kIR1x,pending,97485091036
kIR1x,pending,25156682914
kIR1x,pending,19370645187
kIR1x,pending,98173706000
kIR1x,pending,77329444102
kIR1x,pending,47390111899
kIR1x,pending,48418955852
kIR1x,pending,72998930128
kIR1x,pending,40528522846
kIR1x,pending,71830305960
5ATYz,pending,95404648644
5ATYz,pending,81567424958
DGslP,closed,96927065438
DGslP,closed,46329726383
DGslP,closed,10722603328
DGslP,closed,33921539044
NJU3J,closed,69666732419
NJU3J,closed,39717847850
NJU3J,closed,53302679233
NJU3J,closed,64715309022
NJU3J,closed,90696780644
NJU3J,closed,92458770173
NJU3J,closed,47802220935
NJU3J,closed,95477644021
oWuLs,pending,57525997637
oWuLs,pending,41161890554
oWuLs,pending,63351189681
maAHv,pending,62710908156
maAHv,pending,72444939843
maAHv,pending,22450229440
maAHv,pending,58519575051
maAHv,pending,56684889289
maAHv,pending,47184587860
maAHv,pending,18555365208
maAHv,pending,75502499052
maAHv,pending,89506348242
maAHv,pending,50113937521
nnsWS,closed,53704987514
nnsWS,closed,18053246370
nnsWS,closed,83169253534
nnsWS,closed,86773501174
nnsWS,closed,68044220103
nnsWS,closed,22943250982
nnsWS,closed,72961349741
IXtGD,closed,41337212257
IXtGD,closed,57639270984
IXtGD,closed,29171765660
IXtGD,closed,72337346315
IXtGD,closed,59363189055
IXtGD,closed,17880664041
IXtGD,closed,85430661839
sQHAu,pending,75200617448
sQHAu,pending,51581278490
sQHAu,pending,29689742429
sQHAu,pending,88920315826
VbuLK,pending,15159074361
VbuLK,pending,99417900608
VbuLK,pending,79524864785
VbuLK,pending,35362486811
VbuLK,pending,26006830664
VbuLK,pending,68993164663
VbuLK,pending,46372071982
7cdqq,closed,58950546008
7cdqq,closed,95694406848
7cdqq,closed,19370645187
7cdqq,closed,75995459976
7cdqq,closed,17979266664
7cdqq,closed,33691750201
c3tSc,pending,54766588335
c3tSc,pending,76754178266
c3tSc,pending,88964888002
c3tSc,pending,86249364382
c3tSc,pending,87971555383
c3tSc,pending,81912651150
c3tSc,pending,72852821561
j5nxy,pending,56789608642
j5nxy,pending,47541269292
j5nxy,pending,18540279500
bC17W,pending,85750617569
bC17W,pending,56281918593
bC17W,pending,46321086137
bC17W,pending,44485780958
7vlKb,closed,17168159029
7vlKb,closed,46329726383
ygKHJ,closed,37129608809
ygKHJ,closed,12997282402
ygKHJ,closed,11459012776
ygKHJ,closed,39960731698
ygKHJ,closed,54818382280
ygKHJ,closed,68013803088
ygKHJ,closed,27795212748
ygKHJ,closed,14030981703
ygKHJ,closed,75569183865
kD9hu,closed,76969434440
kD9hu,closed,79815754724
kD9hu,closed,48482237960
kD9hu,closed,68793943539
kD9hu,closed,93303990451
kD9hu,closed,52864160999
kD9hu,closed,57839658852
kD9hu,closed,93205255798
2eZVV,pending,86709973904
Uzvxz,closed,97058360211
Uzvxz,closed,82213743428
Uzvxz,closed,47568306749
UDWjd,pending,48073334498
UDWjd,pending,52377301108
UDWjd,pending,82924025323
UDWjd,pending,81636703052
UDWjd,pending,48366668521
UDWjd,pending,64854143235
UDWjd,pending,38637038078
UDWjd,pending,94344952840
UDWjd,pending,79551304839
UDWjd,pending,73144299008
xeHvc,closed,60655504790
xeHvc,closed,10461760824
xeHvc,closed,44554344818
xeHvc,closed,68715539430
xeHvc,closed,62188447777
xeHvc,closed,56617294876
xeHvc,closed,70199346308
xeHvc,closed,26923853307
xeHvc,closed,33155022589
xeHvc,closed,50576676953
swmut,pending,87846640433
swmut,pending,26239733849
swmut,pending,37323540357
swmut,pending,24586060782
swmut,pending,50233343508
QFGZQ,pending,49107211301
QFGZQ,pending,35405653375
QFGZQ,pending,18226188197
QFGZQ,pending,37613266021
QFGZQ,pending,82694782971
1wGX3,pending,66754683265
1wGX3,pending,60373434334
KuV6h,closed,92671651850
KuV6h,closed,80480886033
KuV6h,closed,90220698975
KuV6h,closed,59384740669
KuV6h,closed,73129435378
KuV6h,closed,34701005612
KuV6h,closed,43086287760
KuV6h,closed,59559330209
KuV6h,closed,84131656300
KuV6h,closed,88237796201
iGs09,closed,51282782491
iGs09,closed,89205020958
iGs09,closed,71740036961
iGs09,closed,22173123556
iGs09,closed,88200629664
iGs09,closed,18583872644
iGs09,closed,70374616130
iGs09,closed,72797440603
gIO6S,closed,76302856438
gIO6S,closed,65918616257
gIO6S,closed,43250781995
gIO6S,closed,78373984606
gIO6S,closed,86392966709
gIO6S,closed,63177446532
gIO6S,closed,19639463610
meDMB,closed,99671464056
meDMB,closed,30597707447
meDMB,closed,59949842022
meDMB,closed,27325171466
meDMB,closed,78250260806
meDMB,closed,91925180916
kVc0J,closed,93951060174
kVc0J,closed,18437916283
kVc0J,closed,95661763704
kVc0J,closed,54591106344
kVc0J,closed,11226512829
kVc0J,closed,11698125474
kVc0J,closed,64099171975
kVc0J,closed,71445900168
jaYzF,pending,72701272558
jaYzF,pending,88920315826
jaYzF,pending,23328667599
IpdBp,pending,26813347115
IpdBp,pending,83134760452
hiwRM,closed,27396995380
hiwRM,closed,65725270828
hiwRM,closed,43566708530
hiwRM,closed,73275807301
hiwRM,closed,17134426054
hiwRM,closed,65515463684
hiwRM,closed,67886560938
hiwRM,closed,69862648247
hiwRM,closed,51181872601
hiwRM,closed,48467149586
mup7D,pending,99843968801
mup7D,pending,72852821561
mup7D,pending,78519796596
mup7D,pending,15237496260
mup7D,pending,18398490100
mup7D,pending,48647450178
mup7D,pending,67847416675
mup7D,pending,85041791334
r9LY4,closed,32043486097
r9LY4,closed,52340753006
r9LY4,closed,90133870197
r9LY4,closed,38945403264
r9LY4,closed,55642362424
r9LY4,closed,33842797122
r9LY4,closed,44080636596
r9LY4,closed,74304324781
r9LY4,closed,77391184998
r9LY4,closed,48881746753
7xyVo,pending,82479142293
7xyVo,pending,37487483322
7xyVo,pending,98527662396
7xyVo,pending,52280408032
7xyVo,pending,51507414678
7xyVo,pending,92275601792
7xyVo,pending,25893541661
7xyVo,pending,43915210704
7xyVo,pending,27356812692
7xyVo,pending,33213230190
9FpZD,closed,51908825581
9FpZD,closed,32845515586
9FpZD,closed,38945403264
9FpZD,closed,47822557387
9FpZD,closed,50082155483
9FpZD,closed,48480383926
9FpZD,closed,38507667510
9FpZD,closed,59472581912
9FpZD,closed,86710817269
9aj5N,pending,60761764691
9aj5N,pending,39470609013
9aj5N,pending,33197597037
9aj5N,pending,57923338351
9aj5N,pending,11892007591
9aj5N,pending,82281426485
9aj5N,pending,15873768922
9aj5N,pending,81740823052
9aj5N,pending,91618054670
4qCIC,closed,94838057345
4qCIC,closed,64621007922
4qCIC,closed,97814253961
4qCIC,closed,12968904213
4qCIC,closed,69741591906
4qCIC,closed,77567483076
4qCIC,closed,30197991319
39u0u,pending,13282363849
39u0u,pending,58801006705
39u0u,pending,56060456313
39u0u,pending,18281135690
39u0u,pending,61866306411
wuX2U,pending,78789068860
wuX2U,pending,83679570077
wuX2U,pending,65018379505
wuX2U,pending,47568306749
wuX2U,pending,72045725588
3FgNG,closed,83523964291
3FgNG,closed,28304023656
3FgNG,closed,46755026128
3FgNG,closed,64997153876
3FgNG,closed,53815302246
3FgNG,closed,20186488399
3FgNG,closed,66679454135
3FgNG,closed,97553893680
3FgNG,closed,88821049327
3FgNG,closed,18642868280
sQ3bE,pending,31872785975
sQ3bE,pending,33677091885
sQ3bE,pending,46749517844
sQ3bE,pending,83504412851
XfNoV,pending,51017927130
XfNoV,pending,29842166565
XfNoV,pending,38921586596
Zb5sX,pending,45709132387
Zb5sX,pending,23234665297
0aZPp,closed,99339705864
eI7jO,closed,58929724015
eI7jO,closed,26357506687
eI7jO,closed,81503692850
eI7jO,closed,77567483076
eI7jO,closed,93477032074
eI7jO,closed,44242842717
eI7jO,closed,52340753006
eI7jO,closed,57399068142
eI7jO,closed,24068851864
eI7jO,closed,56738957475
X0N6X,closed,44961828555
X0N6X,closed,88003990011
X0N6X,closed,18398490100
X0N6X,closed,78976687239
X0N6X,closed,80976442780
X0N6X,closed,98627067226
yG61X,closed,51714851468
yG61X,closed,13749009030
yG61X,closed,92402261910
yG61X,closed,54980042991
yG61X,closed,64509152465
yG61X,closed,76594917657
pe9aI,closed,70398685041
pe9aI,closed,36972264906
pe9aI,closed,73129435378
pe9aI,closed,16058507454
pe9aI,closed,70840080727
pe9aI,closed,72976969106
pe9aI,closed,86083810319
pe9aI,closed,34694207532
pe9aI,closed,13777023868
sMBRT,closed,40833046145
sMBRT,closed,20186488399
sMBRT,closed,15315564165
sMBRT,closed,87386650109
sMBRT,closed,31613405795
sMBRT,closed,50576676953
sMBRT,closed,43157859681
sMBRT,closed,72212591393
sMBRT,closed,86989314782
sMBRT,closed,88388405599
2HPfK,closed,11081249061
2HPfK,closed,45042889324
2HPfK,closed,20615921005
2HPfK,closed,48775336424
2HPfK,closed,24197775374
2HPfK,closed,10430664212
2HPfK,closed,17853892481
2HPfK,closed,20661672450
2HPfK,closed,37760547093
2HPfK,closed,24799576868
VlJME,closed,46868120911
VlJME,closed,74696350165
VlJME,closed,25758508785
VlJME,closed,54293004913
VlJME,closed,44967785935
VlJME,closed,56198587333
VlJME,closed,43798134473
xZ7AL,closed,56277855676
xZ7AL,closed,76557341915
xZ7AL,closed,65179641372
xZ7AL,closed,85756157100
xZ7AL,closed,87326330340
xZ7AL,closed,37787662176
xZ7AL,closed,77090987651
xZ7AL,closed,88219369099
xZ7AL,closed,84072725469
xZ7AL,closed,93205255798
06Zia,pending,26728490248
06Zia,pending,53647906618
CL9xq,closed,61205905668
CL9xq,closed,41950703009
CL9xq,closed,10320643846
CL9xq,closed,99671464056
CL9xq,closed,49111291714
CL9xq,closed,23989627886
UVzks,pending,68117222518
UVzks,pending,78072184789
UVzks,pending,27150627975
UVzks,pending,18398490100
UVzks,pending,49111291714
UVzks,pending,78151304967
UVzks,pending,27349367907
tnNHf,pending,21310814092
tnNHf,pending,29586504057
tnNHf,pending,18386653966
tnNHf,pending,79586877485
tnNHf,pending,29786050131
tnNHf,pending,95562851947
tnNHf,pending,35742812799
tnNHf,pending,49378441139
tnNHf,pending,96665005206
tnNHf,pending,87081534929
Dydhg,pending,82621066979
Dydhg,pending,85995058677
Dydhg,pending,83945919350
Dydhg,pending,71588939646
Dydhg,pending,31574632665
Dydhg,pending,59091358909
VOWVi,closed,15822882068
VOWVi,closed,15090914437
VOWVi,closed,77305826461
VOWVi,closed,10276639561
VOWVi,closed,60244826745
RcNn9,closed,58975648597
RcNn9,closed,12075891608
RcNn9,closed,37204372310
RcNn9,closed,27903907331
RcNn9,closed,43046535013
RcNn9,closed,50355267626
1MDhX,closed,83987888125
1MDhX,closed,30414630578
1MDhX,closed,63953158416
1MDhX,closed,66554841720
1MDhX,closed,46890815066
1MDhX,closed,95674282745
1MDhX,closed,18529212922
1MDhX,closed,98072915514
1aWhb,closed,40633112251
1aWhb,closed,87741105103
1aWhb,closed,26007450882
1aWhb,closed,81754774490
1aWhb,closed,92673408877
1aWhb,closed,76000674591
1aWhb,closed,42937307858
1aWhb,closed,84431966780
1aWhb,closed,69705538480
1aWhb,closed,58521207924
peaYW,pending,76975363549
peaYW,pending,58051964714
peaYW,pending,50145433650
peaYW,pending,87835409699
peaYW,pending,22708193849
lYk2v,pending,16247716072
lYk2v,pending,15251659116
lYk2v,pending,73086689976
lYk2v,pending,24675082614
waWv4,closed,93947056931
waWv4,closed,87959096738
waWv4,closed,97335008896
waWv4,closed,14046288958
waWv4,closed,42258565774
waWv4,closed,69110984052
waWv4,closed,23352904803
8RXIJ,pending,36749682692
FQmwh,pending,54303025221
FQmwh,pending,51474960465
FQmwh,pending,25626934008
FQmwh,pending,35989432140
XaGd4,closed,74612594674
XaGd4,closed,59363189055
XaGd4,closed,49652028605
XaGd4,closed,23602476763
XaGd4,closed,19585984410
XaGd4,closed,90172628933
uew5Y,pending,54217488158
FB9nJ,pending,35922911147
FB9nJ,pending,61826004059
FB9nJ,pending,70398685041
FB9nJ,pending,43272577824
FB9nJ,pending,84564825394
FB9nJ,pending,98395556270
FB9nJ,pending,74171163829
FB9nJ,pending,24305415188
g0ObS,pending,31665729464
g0ObS,pending,39499823077
g0ObS,pending,95315784908
g0ObS,pending,87636555845
g0ObS,pending,70201261323
h6ABP,pending,49110151991
h6ABP,pending,36534734487
h6ABP,pending,87518958499
h6ABP,pending,98603364030
h6ABP,pending,85995058677
h6ABP,pending,20324228934
h6ABP,pending,41161890554
h6ABP,pending,91084704152
h6ABP,pending,63363666249
h6ABP,pending,52961101685
7GhVE,pending,41557605676
7GhVE,pending,24216330248
7GhVE,pending,77090987651
7GhVE,pending,35202295746
7GhVE,pending,16602733639
7GhVE,pending,45709132387
7GhVE,pending,75225207054
7GhVE,pending,91457440529
7GhVE,pending,74475631697
7GhVE,pending,91435226534
odpsR,pending,95327679423
odpsR,pending,90913210130
odpsR,pending,81842370418
odpsR,pending,43655354130
odpsR,pending,25247676270
VinSQ,closed,80780763481
VinSQ,closed,32908665285
VinSQ,closed,59791986336
WgUVZ,pending,54428186067
WgUVZ,pending,52721414897
WgUVZ,pending,85035484642
FNGPO,pending,24623421200
FNGPO,pending,94908303619
dLL3p,closed,14466808247
dLL3p,closed,50385812120
dLL3p,closed,16632776493
dLL3p,closed,89603240741
dLL3p,closed,12317856625
dLL3p,closed,35362486811
dLL3p,closed,85342740111
dLL3p,closed,66725567138
dLL3p,closed,89959125871
QdKx1,closed,10862905316
QdKx1,closed,54329248119
QdKx1,closed,81567424958
QdKx1,closed,22881330264
QdKx1,closed,38394466622
QdKx1,closed,70534175837
QdKx1,closed,47954598434
KliD9,pending,37521999192
YfYf7,closed,11656930716
YfYf7,closed,53467270566
YfYf7,closed,33521056058
YfYf7,closed,41462967427
XPgoA,closed,74218085786
PhEym,closed,47963257604
PhEym,closed,15032495995
PhEym,closed,24066867259
PhEym,closed,96550074521
PhEym,closed,43374087999
PhEym,closed,16005946661
PhEym,closed,14490489650
5qPxQ,pending,88756751395
5qPxQ,pending,67582571088
5qPxQ,pending,99741567158
5qPxQ,pending,40791284866
5qPxQ,pending,73356721755
q3pYp,closed,20844793394
q3pYp,closed,99379151453
q3pYp,closed,11669739619
q3pYp,closed,91326438646
Fm5Hy,closed,62370919734
Fm5Hy,closed,46751226673
Fm5Hy,closed,78920348869
Fm5Hy,closed,13003923954
Fm5Hy,closed,86140649094
Fm5Hy,closed,93844270573
0MjpI,pending,95404648644
0MjpI,pending,22879075197
0MjpI,pending,39597042243
0MjpI,pending,32873542329
0MjpI,pending,19358672110
0MjpI,pending,17796623778
0MjpI,pending,97347029003
HYpmE,pending,76024122952
ycOMM,closed,88388405599
ycOMM,closed,21210643993
ycOMM,closed,76857200474
ycOMM,closed,11284093931
ycOMM,closed,64437834939
ycOMM,closed,46795087271
ycOMM,closed,30351022002
ycOMM,closed,78758539596
cLAY2,closed,90753040627
cLAY2,closed,87518958499
cLAY2,closed,10793497238
cLAY2,closed,60873088399
cXMvA,closed,61463229567
cXMvA,closed,10246109793
cXMvA,closed,69741591906
cXMvA,closed,20062870235
cXMvA,closed,49853583894
cXMvA,closed,60660762622
cXMvA,closed,66412659752
PXIQQ,pending,37642140500
PXIQQ,pending,29304027248
PXIQQ,pending,89081347056
PXIQQ,pending,74992652148
PXIQQ,pending,86333305628
PXIQQ,pending,31474672674
PXIQQ,pending,26678995350
7amGK,pending,73010247451
7amGK,pending,26158355070
7amGK,pending,91043616046
7amGK,pending,35836481654
7amGK,pending,60200214137
7amGK,pending,85330049814
7amGK,pending,65261899589
7amGK,pending,58519575051
KWirs,closed,44093199018
KWirs,closed,83120091073
61gS1,closed,37245284133
61gS1,closed,70720069020
61gS1,closed,17981991952
rZyTG,pending,26211453706
rZyTG,pending,51190147640
rZyTG,pending,24907059456
rZyTG,pending,31957827907
rZyTG,pending,95661763704
rZyTG,pending,27556081136
rZyTG,pending,30446786195
rZyTG,pending,24543498250
VfXNS,closed,35824964406
QvCn5,closed,63024747422
QvCn5,closed,33865034610
QvCn5,closed,50946234239
QvCn5,closed,74868618813
iKBI9,pending,66550040132
iKBI9,pending,51714851468
iKBI9,pending,81640077907
iKBI9,pending,65662785000
iKBI9,pending,39786273200
iKBI9,pending,61895400495
KW3lZ,closed,58244475730
KW3lZ,closed,96237450551
KW3lZ,closed,21573068974
KW3lZ,closed,49253965929
KW3lZ,closed,45224778000
KW3lZ,closed,89081347056
hPcsr,pending,74919453118
hPcsr,pending,50631639680
hPcsr,pending,42008907153
hPcsr,pending,35440761330
hPcsr,pending,87081534929
hPcsr,pending,73874885774
dbi0z,pending,44321726785
dbi0z,pending,16229063535
dbi0z,pending,12445925724
dbi0z,pending,43815653199
6M0B6,closed,72597770025
6M0B6,closed,25183544249
6M0B6,closed,56658359295
6M0B6,closed,21034569838
6M0B6,closed,72977918186
6M0B6,closed,96094071482
6M0B6,closed,16287308719
6M0B6,closed,88237796201
IezFM,pending,83418885403
IezFM,pending,95729960352
IezFM,pending,89048092330
IezFM,pending,50594558106
KMvVB,closed,55490594204
nnYEP,pending,54726002609
nnYEP,pending,64002505236
nnYEP,pending,91736525570
nnYEP,pending,44321726785
EyEx4,closed,56554681871
EyEx4,closed,72379023723
CyYqH,pending,51475398234
ZgybJ,pending,95934797431
ZgybJ,pending,39980973620
ZgybJ,pending,93357414082
ZgybJ,pending,52845656175
LBtOw,closed,48251708357
LBtOw,closed,74323894456
LBtOw,closed,23454072964
LBtOw,closed,21127767904
OBFaC,closed,91249094935
OBFaC,closed,59122589516
tFfjk,pending,80201035106
tFfjk,pending,17803015634
tFfjk,pending,93526737858
tFfjk,pending,31571184877
tFfjk,pending,87524258424
tFfjk,pending,63902238553
tFfjk,pending,33039365934
tFfjk,pending,59728955635
tFfjk,pending,99409107986
tFfjk,pending,87304345818
q3D6s,closed,47456634456
dCHnz,pending,70504953448
dCHnz,pending,37603280610
dCHnz,pending,61230187747
dCHnz,pending,13245869985
dCHnz,pending,85308537956
dCHnz,pending,83784368938
dCHnz,pending,47572336002
dCHnz,pending,44789857032
dCHnz,pending,21381914078
MIQEj,closed,90821024191
MIQEj,closed,43815653199
MIQEj,closed,32989676996
MIQEj,closed,52899911113
MIQEj,closed,88395831753
1pJ6P,closed,53647906618
1pJ6P,closed,77960844914
1pJ6P,closed,44759421566
1pJ6P,closed,89711849903
1pJ6P,closed,40586061807
1pJ6P,closed,76189727643
1pJ6P,closed,94384353719
3k2r1,pending,92893637494
3k2r1,pending,22581684464
3k2r1,pending,57923338351
3k2r1,pending,97485091036
OjP0p,closed,39300586110
OjP0p,closed,73158724744
OjP0p,closed,12605160554
OjP0p,closed,75272800852
OjP0p,closed,95315784908
snGso,closed,84654456411
snGso,closed,43957314457
snGso,closed,50191032350
snGso,closed,90205648925
3ljY7,closed,97485091036
SjfBg,pending,52845656175
SjfBg,pending,31023715711
SjfBg,pending,40911893824
SjfBg,pending,70765946328
SjfBg,pending,31245089364
SjfBg,pending,20324228934
SjfBg,pending,24599708921
Dyz8d,closed,23533891894
Dyz8d,closed,75263896133
Dyz8d,closed,74400608716
Dyz8d,closed,63220176372
Dyz8d,closed,76409784856
Dyz8d,closed,59144805070
Dyz8d,closed,86989314782
Dyz8d,closed,96226427711
ro19a,pending,46993103619
ro19a,pending,83134704838
Vce0A,pending,32141957938
Vce0A,pending,55806556019
Vce0A,pending,47905041170
Vce0A,pending,82125655333
Vce0A,pending,53819315103
Vce0A,pending,91368335254
QBAuJ,pending,91026835256
QBAuJ,pending,34992859749
QBAuJ,pending,58474330677
QBAuJ,pending,81564051358
QBAuJ,pending,50631639680
f2EG7,closed,40753999859
f2EG7,closed,73212842929
f2EG7,closed,21108380766
f2EG7,closed,68993164663
f2EG7,closed,51011115424
ypRmO,pending,10262194727
ypRmO,pending,44634156832
ypRmO,pending,41052028555
ypRmO,pending,91095722389
ypRmO,pending,48535963166
ypRmO,pending,43677487260
ypRmO,pending,36976969909
ypRmO,pending,96792611009
ypRmO,pending,20496689548
sXlyK,pending,82395311679
sXlyK,pending,60873088399
sXlyK,pending,70720069020
sXlyK,pending,52899911113
sXlyK,pending,17853892481
cBqY8,closed,97727990626
cBqY8,closed,55724018153
cBqY8,closed,26728490248
cBqY8,closed,36559384399
cBqY8,closed,37777370441
cBqY8,closed,14362494389
cBqY8,closed,47330554386
cBqY8,closed,55272993764
cBqY8,closed,22077413159
khDPy,closed,81351866752
dcldG,pending,98398465887
dcldG,pending,37536885147
dcldG,pending,39965117024
CZD1u,closed,12743646049
w5C82,closed,46749517844
w5C82,closed,34773383953
w5C82,closed,32239693542
w5C82,closed,51350267229
w5C82,closed,61992839044
w5C82,closed,21717292971
0g4pX,pending,49040444059
0g4pX,pending,10739744378
0g4pX,pending,57808401904
0g4pX,pending,75723008839
0g4pX,pending,75789176212
0g4pX,pending,42031704148
dDQIT,closed,43601829076
dDQIT,closed,27077857052
dDQIT,closed,75225207054
dDQIT,closed,67582571088
dDQIT,closed,29424022827
dDQIT,closed,88741365280
dDQIT,closed,10183537929
dDQIT,closed,13282363849
dDQIT,closed,64374884524
dDQIT,closed,80969783976
Fg3oc,closed,94551356525
Fg3oc,closed,53704987514
Fg3oc,closed,49611048688
Fg3oc,closed,32852912795
Fg3oc,closed,13332299899
Fg3oc,closed,63362797192
Fg3oc,closed,26183125005
Fg3oc,closed,72985525785
Fg3oc,closed,16915951976
0ojh6,closed,89351650115
0ojh6,closed,15949706696
0ojh6,closed,68597320648
0ojh6,closed,58929724015
0ojh6,closed,19813338472
0ojh6,closed,70013288801
ZBSAz,pending,86075059173
ZBSAz,pending,57714646719
ZBSAz,pending,83679570077
ZBSAz,pending,38444202992
ZBSAz,pending,71480513649
0ovtn,pending,80660342111
0ovtn,pending,87476623446
0ovtn,pending,65705673875
0ovtn,pending,94706028485
0ovtn,pending,51971145297
0ovtn,pending,87911179402
4w2Y7,closed,28045426959
4w2Y7,closed,63791776695
4w2Y7,closed,80969783976
4w2Y7,closed,68299927739
4w2Y7,closed,90553621109
mg6ON,closed,43340308415
mg6ON,closed,23399253788
mg6ON,closed,16188244585
mg6ON,closed,82424518811
mg6ON,closed,18104880413
mg6ON,closed,63457041912
mg6ON,closed,43201368110
mg6ON,closed,45541320566
mg6ON,closed,86573264422
mg6ON,closed,87727371723
t2cSL,closed,37524095622
t2cSL,closed,37115205342
t2cSL,closed,57391823069
t2cSL,closed,80197337290
t2cSL,closed,81013519887
SCWJ6,pending,63177446532
SCWJ6,pending,13386684283
SCWJ6,pending,40836419513
SCWJ6,pending,78775717094
SCWJ6,pending,77567483076
SCWJ6,pending,33966483991
SCWJ6,pending,45976121266
LvEIG,pending,10318899614
LvEIG,pending,32296386695
LvEIG,pending,52558386687
LvEIG,pending,55949067362
LvEIG,pending,29197814544
nOjDN,closed,86633218698
nOjDN,closed,91443115922
nOjDN,closed,98596010240
nOjDN,closed,61798881294
nOjDN,closed,47138415836
nOjDN,closed,30176791524
nOjDN,closed,17338745020
nOjDN,closed,85979751332
OJP4a,pending,59783447834
N5GGK,pending,26655389283
sDpvi,pending,47963257604
sDpvi,pending,64840831541
sDpvi,pending,63648620298
sDpvi,pending,72604593384
sDpvi,pending,62863395175
I0LZw,pending,96816032836
I0LZw,pending,39855765417
I0LZw,pending,10388458090
I0LZw,pending,70980634597
I0LZw,pending,19655118650
I0LZw,pending,89734984442
I0LZw,pending,57684296981
I0LZw,pending,11868803661
I0LZw,pending,38732593186
I0LZw,pending,35438515875
nLkJv,pending,43990662053
nLkJv,pending,95396646876
nLkJv,pending,37363250528
SnDQO,closed,83103872685
SnDQO,closed,80965672978
SnDQO,closed,41405439583
SnDQO,closed,45450646628
SnDQO,closed,74696350165
SnDQO,closed,34291534140
SnDQO,closed,97477207887
SnDQO,closed,82771894981
SnDQO,closed,64247301260
SnDQO,closed,78327655805
DgdrD,pending,46549985067
DgdrD,pending,96912943594
DgdrD,pending,32348221982
DgdrD,pending,71709800542
DgdrD,pending,68715539430
DgdrD,pending,73476342614
DgdrD,pending,25888072084
DgdrD,pending,57846808938
Ed6su,closed,13903334812
Ed6su,closed,47038982166
Ed6su,closed,58517565273
Ed6su,closed,47747866831
kBWm7,pending,62135661561
7RnT4,closed,76496242009
7RnT4,closed,71712849092
83OJq,pending,77470099246
83OJq,pending,39358701642
83OJq,pending,75560409172
hzFw5,pending,61992839044
hzFw5,pending,26702232880
hzFw5,pending,65918616257
bgFi4,closed,18529212922
bgFi4,closed,51376491963
bgFi4,closed,83671592137
bgFi4,closed,85178280369
bgFi4,closed,57381986365
AhrMa,closed,42357792636
AhrMa,closed,25557122907
AhrMa,closed,38905449417
3QL9F,closed,78804270507
3QL9F,closed,80246050778
3QL9F,closed,30320149703
3QL9F,closed,42170148681
3QL9F,closed,36578548415
3QL9F,closed,76189727643
3QL9F,closed,78758539596
3QL9F,closed,98173706000
3QL9F,closed,31518526658
3QL9F,closed,51581278490
hBHUT,closed,52665738448
yy1cu,pending,24013520002
yy1cu,pending,47541269292
yy1cu,pending,26511233284
yy1cu,pending,84865426504
yy1cu,pending,40799119197
aNPpB,closed,46694953745
MXEOT,pending,36972264906
MXEOT,pending,13236123025
MXEOT,pending,74064886801
MXEOT,pending,12140141945
MXEOT,pending,72440765743
MXEOT,pending,41588289357
MXEOT,pending,21381914078
zq6kY,closed,73471334754
zq6kY,closed,93309782448
zq6kY,closed,35742812799
zq6kY,closed,80246050778
zq6kY,closed,60640839492
zq6kY,closed,72977918186
zq6kY,closed,15170246871
zq6kY,closed,81815156232
zq6kY,closed,42787920144
bkEMN,pending,18185599818
bkEMN,pending,74835905933
bkEMN,pending,93951060174
bkEMN,pending,46671817445
bkEMN,pending,81467355275
bkEMN,pending,23333712814
bkEMN,pending,59394498914
Nlcua,pending,95780509287
Nlcua,pending,95856224251
dwAYF,pending,63603313446
dwAYF,pending,46298939889
dwAYF,pending,46170102427
XQIXn,pending,36662156510
XQIXn,pending,94181557328
XQIXn,pending,47954598434
XQIXn,pending,26494928559
XQIXn,pending,58411534447
XQIXn,pending,31051199052
XQIXn,pending,79671871218
XQIXn,pending,45134711641
XQIXn,pending,52558386687
XQIXn,pending,86633218698
knzLq,pending,98527662396
knzLq,pending,88699405883
knzLq,pending,74701785554
knzLq,pending,71445900168
knzLq,pending,95396646876
knzLq,pending,74890499878
knzLq,pending,49504611854
knzLq,pending,84211553473
knzLq,pending,24893396952
ZgHVH,pending,43649291498
ZgHVH,pending,74890499878
ZgHVH,pending,59694597167
ZgHVH,pending,11670792369
ZgHVH,pending,71830305960
ZgHVH,pending,19655118650
ZgHVH,pending,81564051358
SNC46,pending,53233382691
SNC46,pending,16915656202
SNC46,pending,99741567158
SNC46,pending,95634468320
SNC46,pending,19847044183
SNC46,pending,70296619035
SNC46,pending,87524258424
JBJNk,pending,14490489650
gM8g4,closed,28362032362
gM8g4,closed,38788846063
xtyr4,pending,89455452121
xtyr4,pending,99674655067
xtyr4,pending,51065834774
3QVec,pending,34202383331
3QVec,pending,31023715711
3QVec,pending,35624393594
3QVec,pending,17168159029
3QVec,pending,88388405599
3QVec,pending,37879682918
1WTLp,pending,28987794194
